index,Text,Tag,sentence_id
144,"đm , đúng là mặc đồ như cái quanque thiệttt",1.0,144
145,bài hát dành cho khắc . à mà thôi,0.0,145
146,anh oi.anh lam gi co lon ma chui.hahaha,1.0,146
147,hahahahahahaaaa,0.0,147
148,người ta bị liệu bạn ơi,0.0,148
149,giết nó,1.0,149
150,lê thế hào cc dell bk cailoz j ve nghe thuat im,1.0,150
151,giống thực sự,0.0,151
152,mà thật sư chị trần đoàn bán hàng trên mạng từ lâu rồi đó.,0.0,152
153,nay toàn lấy cơ chơi lễ trung thu để đi địt nhau thôi anh ạ,1.0,153
154,nghe bà này nói chuyện ốc ác noi da gà hết sao ma ác khẩu vậy mà nói tâm tốt sau này cái miệng bà này o có voi nam một cho roi đó hết la làng tôi kieu an bà này sẽ co,1.0,154
155,chứ tưởng đổi giáo an tf,0.0,155
156,dm quảng cáo,1.0,156
157,sủa sủa sủa,1.0,157
158,anh em mau nhường giải cho sela trả nợ nào,0.0,158
159,đợi thầy mãi,0.0,159
160,k và người. con số đã nói lên tất cả. tỉ lệ này là không đồng ý và chỉ có đồng ý. haha đâu bao giờ dám trưng cầu dân ý.,1.0,160
161,nhìn khó chịu vch.,1.0,161
162,ok a ưi,0.0,162
163,chiuuuuu v,0.0,163
164,ai là người buồn vậy,0.0,164
165,ông trần dần tiên đoán khi nào vn sang giải phóng bắc kinh,0.0,165
166,hép pi niu yeahhh,0.0,166
167,đúng r bạn,0.0,167
168,giàu mà ăn mặc lạ lùng ghê k bằng ăn mặc quê mùa như mình,1.0,168
169,"ko đâu ad , chúng nó ngu đó , cẩu quan thua mưu trung chó nên cớ sự mới ra như vậy",1.0,169
170,"day khong phai la con nguoi nua , tinh tinh tinh ,",1.0,170
171,cho phép cái đéo gì mà cá sống ở tầng nước sâu cũng chết . đm,1.0,171
172,thay ngáo đá,1.0,172
173,chúng nó cấu kết với nhau để khép tội cho hdhải bằng mọi thủ đoạn bọn chó đấy còn dã man tàn nhẫn như thằng hung thủ kia và vẫn đang nhởn nhơ ngoài vòng pháp luật đáng sợ,1.0,173
174,đi phố bô sa tìm danh hài hải ngoại chưa thầy,0.0,174
175,d m thắm ơi cho em vào lại không sợ chó đi em sai rồi. hôm sau em k giám chúc mừng năm mới nữa huhu,1.0,175
176,hay qua chi minh hieu oi e ung ho chi,0.0,176
177,em rất thích chi,0.0,177
178,ok anh như giọt nước,0.0,178
179,thân hoài thương hay thì like đéo hay chả nhẽ k đc dlike lạ lồn thế sinh ra nút dlike làm cc gì hát như cc thì chả dlike,1.0,179
180,uk công nhận k hay lắm,0.0,180
181,trần linh đau đầu thực sự,0.0,181
182,xem cái này chỉ muốn ỉa vào mặt mấy thằng cho xây tượng đài.,1.0,182
183,châu hạ nghi cđ nhâyy,1.0,183
184,"trong đó có bọn comdom gì gì ấy cũng y như vậy, lũ sống bằng tiền lao động của dân mà cứ nghĩ chúng nó là thánh không bằng",1.0,184
185,anh trung bú đá,1.0,185
186,tuổi lồn sánh vai,1.0,186
187,mai anh độ bắt đầu live thì cả bộ tộc chào cờ rồi hát tộc ca v,0.0,187
188,dũng trần người việt sang mỹ xong bay dìa cái thành người thứ,0.0,188
189,manh thi song yeu thi chet,1.0,189
190,có thằng like. có nghĩa bên cạnh thằng óc chó có thêm thằng óc như chó,1.0,190
191,cao lãnh với chúng tôi làyy,0.0,191
192,chuyện ở hong kong là một giấc mơ của thiểu số người việt mà thôi . trưa đọc tí truyện hài cho vui nhà ad ơi,0.0,192
193,nào chưa có vợ thì sao dỗi vl,1.0,193
194,lương sắp tới cũng là lương sắp đi,0.0,194
195,"những thằng nói đạo lí,thường sống như l",1.0,195
196,oki,0.0,196
197,thằng xamlol. m k dùng hay dùng thì t care à,1.0,197
198,non quá thầy ơi,1.0,198
199,sao chi noi tieng de thuong qua chi oi.nam nay chi bao nhieu tuoi roi chi .dep gai qua chi oi,0.0,199
200,phụ nữ vn làm gi có ai xấu tai xấu hại vậy xấu hết phần chó,1.0,200
201,ở với sản.bạn đấu tranh họ cho bạn là phản động.khi sản sai.nó sẽ rút kinh nghiệm.đậu xanh rau muống.,1.0,201
202,"đất nước hạnh phúc nhất thế giới là người dân ngày đêm cày kéo làm để trả nợ thay cho lũ ăn tàn phá hoại đất nước này . muốn dân hết khổ thì cho vài ba trận đá banh thì dân cứ bão với lũ là hết thôi , cứ quán nhậu mọc nhiều hơn thư viện sách thì dân có ngu cũng phải cho mình là thông minh , bởi rượu vào lời ra thì mạnh ai người ấy nói kk",1.0,202
203,"ở mỹ cầm bảng trump is putins puppet chẳng sao nhỉ. ở vn mà cầm bảng lú là con rối của tập, sẽ bị tống vô tù vì tội . tiết lộ bí mật quốc gia haha",1.0,203
204,cái chế độ vc này bàn tay nhuốm máu không biết bao nhiêu người tù vụ cải cách ruộng đất cả trăm ngàn người chết đến vụ học tập cải tạo thêm cả trăm ngàn người chết,1.0,204
205,là chính e. ai mà có phi cơ riêng . thần tượng của kim đan cương,0.0,205
206,giờ ko đánh cũng đã khai chính cờ đỏ sao vàng là bọn khủng bố.cần phải dẹp ngay bọn khủng bố cờ đỏ sao vàng này ra khỏi xã hội việt nam và cả nhân loại của thế giới,1.0,206
207,thương con cho ma phai mang cai măt cua may qua,1.0,207
208,trần thanh hà ai đấy,0.0,208
209,bạn bè bên dai loan và bên nước việt nam mình kg tha thứ cho no cho nó một bài học cho nó biết thế nào la suc phạm dân tộc việt nam kg cho nó bài hoc nó kg sợ dau an nói tuc tĩu mất dạy quá,1.0,209
210,du học úc à nghen,0.0,210
211,xin link dạo hả abe,0.0,211
212,và họ kêu ngày ấy là giải phóng miền nam,1.0,212
213,thích nhất đoạn,0.0,213
214,hợp lý quá ah êu,0.0,214
215,lý do đứa con gái chấp nhận yêu xa là thằng kia nó giàu vailou. hết.,1.0,215
216,dlv dân lưu vong đâu,1.0,216
217,ước gì thu giangg add friend iloveu dấu bé ba,0.0,217
218,lại cà khịa,0.0,218
219,trần dần em yêu anh,0.0,219
220,bà thái anh văn rất giản dị và gần gũi với dân _ nhưng rất kiên trung _kiên cường trước kẻ thù _ bà là tấm gương sáng cho rất nhiều đứa hèn với giặc ác với dân tham hơn súc vật soi vào để thay tâm đổi tính,1.0,220
221,amber làm thơ thì phải có vần. còn không có vần thì thôi cũng được,0.0,221
222,dr a oi,0.0,222
223,rất tiếc ông chọn nhầm cái đãn chó chết để phục vụ,1.0,223
224,"cứ dm nghĩ mình là công chúa các thứ các thứ, đéo hiểu kiểu gì",1.0,224
225,tổ lái,0.0,225
226,hóng top thịnh hành,0.0,226
227,mấy thằng báo đời này sao không ai chế tài,1.0,227
228,đia bay phải khog mọi người,0.0,228
229,thằng này nguồn gốc là công an cộng sản thì bản chất đểu cáng trơ trẽn là đúng rồi.,1.0,229
230,thinh hoang may là izakaya ở nhật chứ ở houston chết mẹ t,1.0,230
231,nguyễn nhật long vl nắc,1.0,231
232,nhìn như ghép,0.0,232
233,chào cả nhà,0.0,233
234,"đồng chí nào có lòng tốt ra rước bác về dùm , để đấy mấy con chó nó đái lên thì khổ thân bác tui quá",1.0,234
235,ko biet chính quyền đang làm cái j như vụ một thanh niên thôi xông vào ngân hàng cướp thì có tới trăm cảnh sát bao vây chi v troi ô nao cug muốn ở phưởng cơ quan có ô nào muốn lò mặt ra ngoài để điều tra đâu mà có chắc cug phải cả tháng cả năm cảm thấy xấu hổ vs nhung khách du lịch tới việt nam mình,1.0,235
236,vương hoàng thái,0.0,236
237,hình như thằng này là thằng muốn ăn gỏi mc phan anh đây mà,1.0,237
238,vào mà la liếm đi mấy chú dlv,1.0,238
239,ngon.,0.0,239
240,tiên tri vũ trụ hay là người ngoài hành tinh,0.0,240
241,lừa minh hiếu còn sủa,1.0,241
242,que có cờ ko,1.0,242
243,nói nhưng họ đâu có thích mình,0.0,243
244,hữu nguyễn căn cứ vào hàng cmt luôn,0.0,244
245,lại đêu,0.0,245
246,đẳng cấp anh ơi,0.0,246
247,đồng cảm xúc nghe không hay như mấy bài trước,0.0,247
248,idol giữ gìn sức khoẻ cẩn thận nhé không ai tấu hài cho em coi,0.0,248
249,vn bjo toàn thằng bệnh nhỉ,1.0,249
250,bê lol chạy là có thật,1.0,250
251,đình quang ụa đâu có giải gì bên vn đau ta,0.0,251
252,đây là câu chuyện buồn mà,0.0,252
253,"ăn thua gì, ăn mừng đón con khỉ nói tiếng hoa cũng chết vài triệu mạng rồi.",1.0,253
254,kênh của aba là kênh kĩ năng nghe chưa,0.0,254
255,nguyễn bảo chấn clm,1.0,255
256,lão tập qua đây chả ai quan tâm. dân còn biểu tình phản đối,1.0,256
257,khịa nhau cái lồn.bố mày còn đéo có yz fake mà đeo đây có giày đeo là ngon rồi đm,1.0,257
258,tưởng k có tuổi vs vong ba gà,1.0,258
259,ở đây ai là chủ,0.0,259
260,chiều pick susan nha thầy,0.0,260
261,trơ trẽn vkl,1.0,261
262,tưởng nhật bản văn minh thế nào,0.0,262
263,chắc hít dạ hương xong lú cmnr,1.0,263
264,quản lý fanpage có đc coi là fan cứng ko anh ui v,0.0,264
265,phắc ộp dmca,1.0,265
266,diện trần khó thương nhiều vào để đất nước nó lớn mạnh trở lại rồi lại đi cướp nước ngủ còn sủa,1.0,266
267,đijt mẹ thằng ad phản động tuyên truyền vớ vẩn,1.0,267
268,không bẩn thỉu không phải cộng sản mà.,1.0,268
269,thôi xong này khỏi đi học,0.0,269
270,nghệ sĩ nhân dân hài liên minh,0.0,270
271,lấy tiền miền nam đi nuôi một lũ con cháu trung quốc,1.0,271
272,covid là cái gương chiếu yêu hay gì á biết bao nhiêu bộ mặt ngu dốt lòi ra,1.0,272
273,"lũ chó , bán nước hại dân",1.0,273
274,cả nước đồng lòng riêng em thi ko,0.0,274
275,nhìn quả đầu của cháu tùng em lại nghĩ đến đấng dì giây chip,0.0,275
276,hay quá thầy ơi thả tim,0.0,276
277,lời nói đâu mất tiền mua sau bà ăn nói ko có văn hoá dzay,1.0,277
278,b if j,0.0,278
279,hồ khang đmm. ý kiến của m như l ý.,1.0,279
280,quá duyên luôn cô ơi,0.0,280
281,"ngô thanh vân coi đi có nhục quốc thể không . gọi fan vô chửi như là chửi cái đứa ca sĩ nước mỹ mặc áo dài không quần ý , rồi dạy cho cựu vdv nay vô gu ghồ tìm hiểu xem mảnh vải đỏ có hình sao vàng là cờ của nước nào.",1.0,281
282,có ai biết best nhạc này không ạ cho em xin,0.0,282
283,ngủ đi,0.0,283
284,nhanh thực sự,0.0,284
285,tất diên và tất diên.,0.0,285
286,hầu như các ca nhiễm bệnh toàn đi từ nước ngoài về nhỉ lúc mọi người về có nghĩ đến an toàn của bản thân cũng như mọi người ko nhỉ hay não bị vi rút ăn hết cmnr,1.0,286
287,ok đẹp trai v,0.0,287
288,còn đó bị bệnh ngu,1.0,288
289,cái này reset tiền thưởng,0.0,289
290,"phụ huynh lúc cho con học, chắc giờ đổi ý đi mua mì với gạo r.",0.0,290
291,rẫy là cái đ gì vậy,1.0,291
292,chị ba còn trinh có cây đinh chính giữa,1.0,292
293,má nó dơ vler,1.0,293
294,con me nay an noi lao phet mai mot bi qua bao nang ne,1.0,294
295,bê đê sống thật đi chị d,0.0,295
296,óc chó mà cũng học chửi trung quoc giúp cam bố mày àh,1.0,296
297,đang ăn cơm còn ăn bim bim thế thì ăn cơm làm sao đc,0.0,297
298,"bác sĩ trẻ ,đẹp trai ghê ngồi bên cạnh chị gái rất là xinh đẹp minh hiếu",0.0,298
299,chuyện người ta làm chúng bây ở đây làm thầy bói. rảnh háng thật,1.0,299
300,vâng anh ấy thật là tuổi trê tài cao,0.0,300
301,pr vc tộc trưởng ạ,1.0,301
302,bà ao hồng này cũng rảnh,0.0,302
303,tôi biết đchi nhé các b haha,0.0,303
304,trend này tui theo lâu rồi,0.0,304
305,người ta gọi là đú mà.,1.0,305
306,khi bạn muốn bợ đít ai đó nhưng bạn không có não. ngu như lợn nhưng vẫn làm báo đảng đĩ.,1.0,306
307,nhìn mặt tộc trưởng là đang tính toán gì đó,0.0,307
308,vui long tien tri khi nao ong tran dan chet,1.0,308
309,nghèo bày dạt nỏ.bién di me oi,1.0,309
310,yêu thầy thầy ba tốc độ,0.0,310
311,unlike page,0.0,311
312,tình yêu vĩnh cửu đấy,0.0,312
313,phan thị huyền trang dép mua đâu zạ bạnnnnnnn,0.0,313
314,cay quá b ơi,0.0,314
315,thầy vui vẻ,0.0,315
316,chương trình ln gì vậy d,1.0,316
317,nguyễn phương thảo c ơi cẩn thận nè,0.0,317
318,chi nay dep sang,0.0,318
319,tình hình tham nhũng đang ổn định,0.0,319
320,khánh vân trêu tí thôi đừng cáu nhé,0.0,320
321,thầy chơi bẩn vl,1.0,321
322,"nhật cũng đéo phải thằng vừa gì đâu, với mấy thằng đức nữa, thử khủng hoảng chính trị quân phiệt nhật nó lên xem nó có san bằng cái châu á ko",1.0,322
323,cười ra nước mắc,0.0,323
324,"tạm dừng dùng facebook làm gì anh ơi , mặc kệ miệng lưỡi thiên hạ họ nói gì thì nói , đâu phải ai cũng là người trong cuộc đâu . vì vậy anh hãy tiếp tục sử dụng facebook đi , để còn biết trên facebook anh đang bị cđm chửi sml chứ",1.0,324
325,chiếc khăn gió ấm chứ,0.0,325
326,chị em rụng trứng chưa,0.0,326
327,tao cháu ông tổng thống mỹ nè .đụ má xạo lồn.,1.0,327
328,thế đấy dkm,1.0,328
329,nhìn cái cách ông viện kiểm sát cười,0.0,329
330,lê nhật trâm sao thế ạ,0.0,330
331,nhớ lại cảm giác hồi xưa vẫn thấy hồi hộp. cho dù kết quả ra sao đi chăng nữa thì các em vẫn sẽ trưởng thành trên con đường của mình,0.0,331
332,thế là nghĩ học dài dài,0.0,332
333,rô nói vậy chắc người việt không có ý thức bằng bọn nhật,1.0,333
334,"kệ mẹ mấy thằng bị nhồi sọ chửi ad, càng đông càng khai sáng đuoc, tạo cơ duyên đến với dân chủ, văn minh,.",1.0,334
335,hà linh hoa cánh à,0.0,335
336,bớt bớt đi,0.0,336
337,"fan cứng abe, dù nghèo toàn xem chùa thôi",0.0,337
338,khá khó,0.0,338
339,phúc báo làm kiểu ta đây giàu đi chơi du lịch qua mấy vùng dịch chơi ấy mà,1.0,339
340,xàm lồn quá thằng bóng ơi,1.0,340
341,ĩ khùng,1.0,341
342,công nghệ đức của nhà máy nước sông đuống đây hoá ra là đức chung,1.0,342
343,vu e bi xe qua c oi.nhung e k co tien huhu,0.0,343
344,tủnn tủnn trẩu,1.0,344
345,"cũng đúng vì giáo trình của vn mức độ khó hơn nước ngoài nhưng tiếc là khi làm thực tế thì chẳng được bao nhiu. năm đèn sách, năm đại học ra trường ko có tiền ko có quan hệ thì cũng thất nghiệp.",1.0,345
346,công cụ khủng bố và đàn áp của trung cộng đã đến lúc thành thú dữ . đó là hiện tượng thế thời tập trung cộng đã đến thời khủng hoảng chính trị .,1.0,346
347,sale thì e mua,0.0,347
348,nói chz xàm lol,1.0,348
349,đù nhìn giống ba tam kê đội tóc giả vl,1.0,349
350,đúng là cháy nhà mới ra mặt chuột.,0.0,350
351,chào các bạn mình là sói.hôm nay như mình đã hứa mình sẽ đưa ông già đi mua cua hoàng đế để chúc mừng refund gaming đạt top,0.0,351
352,con này là con bóng dơ cái miệng nó mai mốt ko có cức mà ăn nữa. kkkk,1.0,352
353,"chưa ra đã thấy chán hơn , ngáo đét",1.0,353
354,anh châu cho em xin nich fb cua anh để em đt gặp cô kim nc,0.0,354
355,ib giá,0.0,355
356,con chó này bêde ah mọi người,1.0,356
